45.407363,-121.798984,5,1500
45.427709,-121.801983,5,1500
45.429112,-121.775495,5,1500
45.415783,-121.780993,5,1500
45.431216,-121.740512,5,1500
45.413678,-121.750008,5,1500
45.427007,-121.712526,5,1500
45.413327,-121.710027,5,1500
45.41473,-121.667547,5,1500
45.430515,-121.644059,5,1500
45.397538,-121.660051,5,1500
45.391572,-121.717024,5,1500
45.395081,-121.763001,5,1500
45.412274,-121.615572,5,1500
45.43297,-121.584587,5,1500
45.424201,-121.630565,5,1500
45.417537,-121.632065,5,1500
45.425955,-121.690536,5,1500
45.430515,-121.728518,5,1500
45.40631,-121.779493,5,1500
45.420343,-121.814477,5,1500
45.384201,-121.766,5,1500
45.382797,-121.749508,5,1500
45.388062,-121.733516,5,1500
45.407363,-121.722021,5,1500
45.389817,-121.622569,5,1500
45.403152,-121.731017,5,1500
45.412625,-121.644059,5,1500
45.399994,-121.608076,5,1500
45.391922,-121.805481,5,1500
45.281966,-121.715024,5,1500
